id,link,DPDP,PDP,Development project,Public project,Documented project,,,,,,,
254980,https://github.com/muhlba91/icloud,TRUE,TRUE,1,1,0,1,1,0,1,0,0,1
255233,https://github.com/war1025/GCalcSearch,TRUE,TRUE,1,1,0,0,1,0,0,0,0,1
257007,https://github.com/ajdecon/hpc-chef,TRUE,TRUE,1,1,0,0,1,0,1,1,0,1
258294,https://github.com/Ponce/slackbuilds,FALSE,FALSE,1,0,0,0,0,0,0,0,0,0
260160,https://github.com/bricolsoftconsulting/SetAlwaysFinish,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
260189,https://github.com/m-wichmann/local_seriesly,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
270077,https://github.com/BinaryMuse/dci-ruby,TRUE,TRUE,1,1,0,0,0,0,0,1,0,0
270214,https://github.com/JeremyOT/ObjectiveBSON,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
274684,https://github.com/bartcc/app.todos,TRUE,TRUE,1,1,0,0,1,0,0,0,0,1
277177,https://github.com/bismark-devel/bismark-packages,FALSE,FALSE,0,0,0,0,1,0,1,0,0,1
279492,https://github.com/peterldowns/peterdowns.com,FALSE,FALSE,0,0,0,1,0,0,0,0,0,0
279911,https://github.com/motech/TAMA-Web,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
284502,https://github.com/Moussekateer/TF2IdleGUI,TRUE,TRUE,1,1,0,0,1,0,1,1,0,1
286517,https://github.com/matjkd/sunncamp,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
304397,https://github.com/medovob/workflowy-for-coders,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
306672,https://github.com/Codisimus/PhatLoots,TRUE,TRUE,1,1,0,1,1,0,0,0,0,1
307578,https://github.com/icambron/twix.js,TRUE,TRUE,1,1,0,1,1,0,0,1,0,1
312132,https://github.com/Raynos/pd,TRUE,TRUE,1,1,0,1,0,1,0,0,1,0
312281,https://github.com/mckoss/StreetCode,TRUE,TRUE,1,1,0,1,0,1,0,0,0,1
312761,https://github.com/playfire/django-autologin,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
313644,https://github.com/woloski/nodeonazure-blog,FALSE,FALSE,0,0,0,0,1,0,1,0,1,1
316923,https://github.com/Tinkerforge/doc,FALSE,FALSE,0,0,0,1,1,0,1,0,0,1
319189,https://github.com/brightbit/okcjs,TRUE,TRUE,1,1,0,1,0,0,0,0,1,0
324322,https://github.com/bcrowell/calculus,FALSE,FALSE,0,0,0,0,1,0,0,0,0,0
324465,https://github.com/jtimberman/chef-handler-growl,TRUE,TRUE,1,1,0,1,1,1,1,0,0,1
324617,https://github.com/arco/android_vendor_samsung_ancora,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
328726,https://github.com/vdemay/Scoopit-PHP,TRUE,TRUE,1,1,0,1,1,0,1,0,0,1
332784,https://github.com/GeekdomSA/geekdom,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
335726,https://github.com/hzamani/parsi-localize,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
337313,https://github.com/SaqibS/VirtualInput,TRUE,TRUE,1,1,0,0,1,0,0,0,0,1
338154,https://github.com/mikrosimage/sequenceparser,TRUE,TRUE,1,1,0,1,0,0,0,0,1,0
341248,https://github.com/pooler/litecoin,TRUE,TRUE,1,1,0,1,1,0,1,0,0,1
346562,https://github.com/audunhauge/edplan,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
347801,https://github.com/stevewoolcock/AssetManager,TRUE,TRUE,1,1,0,1,1,0,1,0,1,1
350301,https://github.com/tstojecki/JEFS,TRUE,TRUE,1,1,0,1,0,0,0,0,0,0
352774,https://github.com/dwaq/MSP430-Reaction-Game,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
353813,https://github.com/davidosomething/git-training,TRUE,TRUE,1,1,0,0,1,0,1,0,1,1
358963,https://github.com/kmx/mirror-iup,FALSE,FALSE,0,0,0,1,0,0,0,0,0,0
359631,https://github.com/torquebox/torquebox-release,TRUE,TRUE,1,1,0,1,1,0,1,0,1,1
360356,https://github.com/tiagogodinho/localized_fields,TRUE,TRUE,1,1,0,0,1,0,1,0,1,1
363589,https://github.com/hickst/mayancal,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
366163,https://github.com/sisve/Lucene.Net.Analysis.Hunspell,TRUE,TRUE,1,1,0,1,0,0,0,0,0,0
367511,https://github.com/37signals/trashed,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
367928,https://github.com/acumenbrands/netsuite-rest-client,TRUE,TRUE,1,1,0,0,1,0,1,1,1,1
369914,https://github.com/ankitdaf/Python-Projects,FALSE,FALSE,1,0,0,0,0,0,0,0,0,0
371103,https://github.com/janPierdolnikParda/RPG,FALSE,FALSE,1,0,0,0,1,1,1,0,0,1
376936,https://github.com/Getty/p5-www-dnsmadeeasy,TRUE,TRUE,1,1,0,1,0,0,0,0,0,0
379900,https://github.com/nukamu/dddfs,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
380873,https://github.com/aospX/platform_vendor_aospx,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
386732,https://github.com/zeekay/dot-vim,FALSE,FALSE,0,0,0,0,1,0,0,0,0,0
388182,https://github.com/mastensg/dagensmiddag,FALSE,FALSE,1,0,0,1,0,0,0,0,0,0
388666,https://github.com/rubenv/mod_rewrite-to-nginx,TRUE,TRUE,1,1,0,1,0,0,0,0,0,0
388727,https://github.com/inbeom/gnib,TRUE,TRUE,1,1,0,1,1,0,1,0,0,1
389337,https://github.com/staticsafe/dotfiles,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
390066,https://github.com/sim0629/hackerskeyboard,FALSE,FALSE,1,0,0,0,0,0,0,0,0,0
397479,https://github.com/grungi-ankhfire/ebenezer,FALSE,FALSE,0,0,1,0,1,0,1,0,0,1
397675,https://github.com/rngtng/NabaztagHackKit,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
399309,https://github.com/lawi75/Vinguiden,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
401495,https://github.com/fluke777/gd,TRUE,TRUE,1,1,0,0,1,0,1,0,1,1
402023,https://github.com/rpmware/assets,TRUE,TRUE,1,1,0,1,1,0,1,0,0,1
402158,https://github.com/minefold/hubot-minecraft,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
404257,https://github.com/grml/grml-server-setup,FALSE,FALSE,0,0,0,0,1,0,0,0,0,0
407352,https://github.com/jerel/banners,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
411421,https://github.com/fatfreecrm/ajax-chosen-rails,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
412395,https://github.com/dmonner/tweater,TRUE,TRUE,1,1,0,1,0,0,0,0,0,0
412416,https://github.com/jgulledge19/CMPGenerator,TRUE,TRUE,1,1,0,1,0,0,0,0,0,0
414345,https://github.com/buffpojken/Koan,TRUE,TRUE,1,1,0,0,0,0,0,0,1,0
414523,https://github.com/jhermsmeier/php-aggressor,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
414600,https://github.com/ddmnet/jScroll,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
416114,https://github.com/tagomoris/yabitz,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
418654,https://github.com/tedeh/jayson,TRUE,TRUE,1,1,0,1,1,0,1,1,1,1
419339,https://github.com/andreineculau/chrome-inline-media-type,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
427280,https://github.com/chrodan/tdlearn,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
427659,https://github.com/ivyl/rootkit,FALSE,FALSE,1,0,0,0,0,1,0,0,0,0
437201,https://github.com/noahm/MobileTribunal,TRUE,TRUE,1,1,0,1,0,0,0,0,0,0
439859,https://github.com/hongru/hongru.github.com,FALSE,FALSE,0,0,0,0,1,0,1,0,0,1
440901,https://github.com/jlbruno/TT-Helper-Bot,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
444146,https://github.com/niklasb/dryscrape,TRUE,TRUE,1,1,0,1,1,0,1,0,0,1
447882,https://github.com/miquelruiz/Opsview-REST,TRUE,TRUE,1,1,0,1,1,1,1,1,0,1
449310,https://github.com/bobsta63/XMWS-PHP-API-Client,TRUE,TRUE,1,1,1,0,0,1,0,0,0,0
451230,https://github.com/justafish/amazons3,TRUE,TRUE,1,1,0,1,1,0,1,0,0,1
452579,https://github.com/erlyvideo/gen_http,TRUE,TRUE,1,1,0,0,1,0,1,1,0,1
453026,https://github.com/sadasant/sadasant,FALSE,FALSE,0,0,0,1,0,0,0,0,0,0
454501,https://github.com/AndrewFreemantle/Gravatar-HtmlHelper,TRUE,TRUE,1,1,0,1,0,0,0,0,0,0
455385,https://github.com/AndreasMadsen/configme,TRUE,TRUE,1,1,0,0,1,0,1,1,0,1
455433,https://github.com/wavify/crosstest,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
455593,https://github.com/crgwbr/flakeyjs,TRUE,TRUE,1,1,0,0,1,0,0,0,0,0
456371,https://github.com/walmartlabs/static,TRUE,TRUE,1,1,0,0,1,0,1,1,0,1
456545,https://github.com/pmuellr/wr,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
457010,https://github.com/tisto/sublime-text-config,FALSE,FALSE,0,1,0,0,1,0,0,0,0,0
459174,https://github.com/tangentsnowball/Snowcone,TRUE,TRUE,1,1,0,1,1,0,1,0,0,1
466745,https://github.com/jtarchie/heroku-buildpack-openresty,FALSE,FALSE,1,0,0,0,0,0,0,0,0,0
466968,https://github.com/akosednar/resume,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
471056,https://github.com/FunThomas424242/publications,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
471425,https://github.com/jayunit100/RudolF,TRUE,TRUE,1,1,0,0,0,1,0,0,0,0
472847,https://github.com/konr/tomatinho,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
473299,https://github.com/jaywhy13/mapstream,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
475246,https://github.com/ndawe/goodruns,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
479596,https://github.com/jorygraham/dot-emacs,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
487307,https://github.com/mmikulicic/buildout.eggnestdev,FALSE,FALSE,0,0,0,0,1,0,0,0,0,0
487652,https://github.com/koush/ROMManagerAssets,FALSE,FALSE,1,0,0,0,0,0,0,0,0,0
488556,https://github.com/conradz/vimfiles,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
488909,https://github.com/eldargab/exposer.js,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
489428,https://github.com/AndreaCrotti/Emacs-configuration,FALSE,FALSE,0,0,0,0,1,0,0,0,0,0
489666,https://github.com/chapuni/dragonegg,TRUE,TRUE,1,1,0,1,1,0,0,1,0,1
494867,https://github.com/import/heatbeat,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
495260,https://github.com/trentm/cutarelease,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
500134,https://github.com/AlexBaranosky/Utilize,FALSE,FALSE,1,0,0,0,0,0,0,0,0,0
502423,https://github.com/ncb000gt/pinned,FALSE,FALSE,1,0,0,0,0,0,0,0,0,0
503924,https://github.com/Wardje/xchat-scripts,TRUE,TRUE,1,1,0,1,1,0,0,0,0,1
504056,https://github.com/CyanogenMod/android_device_lge_c660,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
506452,https://github.com/xstherrera1987/13,TRUE,TRUE,1,1,1,0,0,0,0,1,0,0
508951,https://github.com/oetiker/extopus,TRUE,TRUE,1,1,0,1,1,0,0,0,0,1
509799,https://github.com/janrain/Capture.Demo,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
510422,https://github.com/JamesLupiani/dotvim,TRUE,TRUE,1,1,0,0,1,0,1,0,0,0
511702,https://github.com/colinta/sublime_packages,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
515884,https://github.com/krestenkrab/hanoidb,TRUE,TRUE,1,1,0,0,0,1,0,0,0,1
516785,https://github.com/brunoborges/camel-twitter,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
517955,https://github.com/chjj/dilated,FALSE,FALSE,0,0,0,0,1,0,1,0,0,0
518889,https://github.com/gckjdev/WallpaperDownload,FALSE,FALSE,1,0,0,0,0,0,0,0,0,0
519044,https://github.com/rajbot/CDX-Writer,TRUE,TRUE,1,1,0,0,1,0,1,1,0,1
519285,https://github.com/chriso/curlrequest,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
519566,https://github.com/gckjdev/BookDownload,FALSE,FALSE,1,0,0,0,0,0,0,0,0,0
520578,https://github.com/rauschma/strmap,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
521199,https://github.com/vesln/word,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
523782,https://github.com/GHamrouni/Recommender,TRUE,TRUE,1,1,0,1,1,0,1,0,0,1
524484,https://github.com/sroysf/etrade-analyzer,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
526134,https://github.com/richardbw/BladeRunner,TRUE,TRUE,1,1,0,0,0,0,0,0,1,0
526681,https://github.com/helenhousandi/wp-admin-jquery-ui,TRUE,TRUE,1,1,0,1,0,0,0,0,0,0
530060,https://github.com/nitram509/ascii-telnet-server,TRUE,TRUE,1,1,0,1,1,0,1,0,0,1
530803,https://github.com/manzyuk/google-translate,FALSE,FALSE,0,0,0,0,1,0,1,0,0,1
532404,https://github.com/eatobin/tutorial,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
532428,https://github.com/Jumsy/Final-Sevens,TRUE,TRUE,1,1,0,0,1,0,0,0,0,1
532723,https://github.com/mausch/Fuchu,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
534614,https://github.com/vaeth/trickyfetch,TRUE,TRUE,1,1,0,1,1,0,1,1,0,1
541379,https://github.com/afs/AFS-Dev,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
541429,https://github.com/mck-/Open-VRP,TRUE,TRUE,1,1,1,0,1,0,1,0,0,1
541726,https://github.com/TomSkelly/PacBioEDA,TRUE,TRUE,1,1,0,0,1,0,1,1,0,1
557231,https://github.com/pofallon/node-loremipstream,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
563786,https://github.com/adnam/ban-framework,TRUE,TRUE,1,1,0,1,1,0,1,0,0,1
567481,https://github.com/plainblack/Wing,TRUE,TRUE,1,1,0,1,1,0,1,0,0,1
571308,https://github.com/Squirtle/lazy-newb-pack-qt,FALSE,FALSE,0,0,0,0,1,0,1,0,0,1
576360,https://github.com/marcenuc/boutique,FALSE,FALSE,1,0,0,0,0,0,0,0,0,0
576962,https://github.com/hzheng/1pass4all,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
580161,https://github.com/peteralfonso/platform_packages_apps_Mms,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
581755,https://github.com/nahi/radix_tree,TRUE,TRUE,1,1,0,0,0,1,0,0,0,0
581844,https://github.com/thegreatmichael/Media-Computation-Examples,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
584026,https://github.com/jlawler/Warsync,FALSE,FALSE,1,0,0,1,0,0,0,1,0,0
586362,https://github.com/Stonelinks/stonelinks.org,FALSE,FALSE,1,0,0,0,1,0,1,0,0,1
592192,https://github.com/zoibot/vectormoon,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
595207,https://github.com/aleksandersumowski/dotfiles,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
596105,https://github.com/ezequielgarcia/directfb-lua,TRUE,TRUE,1,1,0,1,1,0,1,0,0,1
598324,https://github.com/akihiroy/MPEG2TS-Analyzer,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
598409,https://github.com/TrinityCore/TC-Unused-Guid-Search,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
599518,https://github.com/manuelbernhardt/play-groovy-templates,TRUE,TRUE,1,1,0,0,0,0,0,0,0,1
601132,https://github.com/mbmccormick/mbmccormick.github.com,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
603048,https://github.com/donabrams/donabrams.github.com,FALSE,FALSE,0,0,0,1,0,0,0,0,0,0
609880,https://github.com/jgauffin/Griffin.Logging,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
612974,https://github.com/mulesoft/github-connector,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
614566,https://github.com/medialab/Hypertext-Corpus-Initiative,TRUE,TRUE,1,1,0,1,1,0,1,1,1,1
614598,https://github.com/colder/insane,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
614662,https://github.com/llinares/doodlecar,TRUE,TRUE,1,1,0,1,0,1,0,0,0,0
616320,https://github.com/kayluhb/custom-select,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
618808,https://github.com/mojomaze/extjs_scaffold,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
620829,https://github.com/opengeo/sfpark.org,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
621875,https://github.com/rafalgalka/zf1-lib,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
622338,https://github.com/pinax/pinax-invitations,TRUE,TRUE,1,1,0,0,1,1,1,1,1,1
624081,https://github.com/lwille/node-gphoto2,TRUE,TRUE,1,1,0,0,1,1,1,0,0,1
627955,https://github.com/arthurfurlan/pyboleto,TRUE,TRUE,1,1,0,1,1,0,1,0,0,1
632164,https://github.com/strathmeyer/ember-fun,FALSE,FALSE,1,0,0,0,0,0,0,0,0,0
633386,https://github.com/visadb/ideaList,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
640687,https://github.com/mrBliss/dotfiles,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
648087,https://github.com/aeschylus/dotfiles,FALSE,FALSE,0,0,0,0,1,0,1,0,0,0
649387,https://github.com/senchalabs/senchalabs.github.com,TRUE,TRUE,1,1,0,1,1,0,1,0,0,1
650515,https://github.com/seletz/seletz.github.com,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
652432,https://github.com/rcastillo/sitequery,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
652737,https://github.com/freerangecode/FRCTableViewDataSources,TRUE,TRUE,1,1,0,1,1,0,1,1,0,1
655295,https://github.com/sandeepshetty/subdomain-blacklist,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
656415,https://github.com/soffes/dotfiles,TRUE,TRUE,1,1,0,1,1,0,1,0,0,1
661538,https://github.com/fidoman/PyFTN,TRUE,TRUE,1,1,0,0,0,0,1,0,0,0
662649,https://github.com/RoyAwesome/jlibnoise,TRUE,TRUE,1,1,0,1,0,0,0,0,0,0
664881,https://github.com/chief/acts_as_defaultable,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
666324,https://github.com/mkrecny/tumblr-api-client,TRUE,TRUE,1,1,0,0,0,0,1,0,0,1
676870,https://github.com/RyanHope/wTerm,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
680048,https://github.com/araqnid/pqwx,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
681768,https://github.com/AsherBond/graylog2-realtime-provider,TRUE,TRUE,1,1,0,1,0,0,0,0,0,0
687127,https://github.com/CBCL/GURLS,TRUE,TRUE,1,1,0,1,0,0,0,0,0,0
690347,https://github.com/azavea/python-sld,TRUE,TRUE,1,1,0,1,1,1,1,0,0,1
691892,https://github.com/rit-sse/reviews,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
695656,https://github.com/chenxiaolong/Fedora-SRPMS,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
699419,https://github.com/midnightcodr/dotvim,TRUE,TRUE,1,1,0,0,1,0,0,0,0,0
702156,https://github.com/huancz/bastmush,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
702314,https://github.com/Infinidat/infi.winapi.file_version_information,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
702887,https://github.com/Infinidat/infi.wmi,FALSE,FALSE,0,0,0,0,1,0,0,0,0,0
705938,https://github.com/ivanoats/dot-janus,FALSE,FALSE,0,0,0,1,0,0,1,0,0,0
710085,https://github.com/seagoj/lib.dbg,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
710195,https://github.com/eanticev/pagelime_rails,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
712296,https://github.com/piannelli/dwipe-2.1.0-disknukem,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
712969,https://github.com/daoswald/Inline-C-Perl-Mongers-Talk,FALSE,FALSE,1,0,0,0,1,0,0,0,0,0
713632,https://github.com/WillDignazio/Atlas,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
721660,https://github.com/KDAB/OpenEmbedded-Archos,TRUE,TRUE,1,1,0,1,0,0,0,0,0,0
721843,https://github.com/anthonydb/sandbox-project,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
722114,https://github.com/reu/omniauth-steam,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
722682,https://github.com/pld-linux/kmod,FALSE,FALSE,0,1,0,0,0,0,0,0,0,0
735647,https://github.com/coapp-packages/gdk-pixbuf,FALSE,FALSE,1,0,0,0,0,0,0,0,0,0
740660,https://github.com/creatorrr/creatorrr.github.com,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
742465,https://github.com/nu7hatch/gochanio,TRUE,TRUE,1,1,0,0,1,0,0,0,0,0
744740,https://github.com/stolati/env,FALSE,FALSE,0,0,0,0,1,0,1,0,0,0
745114,https://github.com/jakecarpenter/Canvas-Prompter,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
747438,https://github.com/iseeyou911/carcassonne,TRUE,TRUE,1,1,0,1,1,0,0,0,0,0
747567,https://github.com/Transcriptase/Game,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
749641,https://github.com/playfulgod/kernel-LGMS910,TRUE,TRUE,1,1,0,1,1,0,1,0,0,1
753079,https://github.com/hammale/DrugMeUp,FALSE,FALSE,1,0,0,0,0,0,0,0,0,0
754047,https://github.com/henderea/PopupMultibox,TRUE,TRUE,1,1,0,1,0,0,0,0,0,0
754880,https://github.com/sile/cl-dawg,TRUE,TRUE,1,1,0,0,1,0,1,1,0,1
758148,https://github.com/tkrajcar/dotfiles,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
758312,https://github.com/yoya/swfed.js,TRUE,TRUE,1,1,0,1,1,0,1,0,0,0
760191,https://github.com/cfieber/guice-jersey-shiro-metrics-webapp,TRUE,TRUE,1,1,0,0,1,0,0,0,0,1
760832,https://github.com/robmiracle/Corona-SDK-RSS-Reader,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
766370,https://github.com/chongf/playtomic-lua-testsuite,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
767759,https://github.com/metalhelix/bioreports,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
767993,https://github.com/burczyk/SubTrans,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
769667,https://github.com/GNOME/gnome-shell-extensions,FALSE,FALSE,1,0,0,1,0,0,0,1,0,0
772045,https://github.com/bruth/badass-django-template,TRUE,TRUE,1,1,0,0,1,0,1,1,0,1
773473,https://github.com/adamlwgriffiths/Pyglet,FALSE,FALSE,0,0,0,0,1,0,0,0,0,0
775410,https://github.com/athieriot/hubot-yammer,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
776454,https://github.com/Evervolv/android_hardware_qcom_media,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
777913,https://github.com/jbryer/makeR,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
782808,https://github.com/debug-desperado/Cytoscape-Web-GWT-Wrapper,TRUE,TRUE,1,1,0,0,0,0,0,0,0,1
786665,https://github.com/elcuervo/elcuervo.co,TRUE,TRUE,1,1,0,1,0,0,0,0,0,0
789631,https://github.com/danneu/grinch,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
790761,https://github.com/phooky/Home-Config,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
795020,https://github.com/rjmcguire/cre2,TRUE,TRUE,1,1,0,0,1,0,1,0,1,1
795040,https://github.com/emacsmirror/adaptive-wrap,TRUE,TRUE,1,1,0,1,0,0,0,0,0,0
798279,https://github.com/joahking/pinkpong,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
799473,https://github.com/NotMyself/SignMeUp,FALSE,FALSE,1,0,0,1,0,0,0,0,0,0
800820,https://github.com/sjurgemeyer/grails-jxl-plugin,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
804241,https://github.com/lisp-korea/onlisp,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
807951,https://github.com/simpleton/simpleton.github.com,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
809138,https://github.com/patm1987/AnalogLightingControl,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
810640,https://github.com/sam452/Vitae2,TRUE,TRUE,1,1,0,0,1,0,1,1,0,1
813063,https://github.com/jakul/django-transifex,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
813658,https://github.com/CodeMakerInc/EppLib.NET,TRUE,TRUE,1,1,1,0,1,0,1,0,0,1
813804,https://github.com/damonmiller/cfesapi,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
814748,https://github.com/Trump211/Eagle2Kicad,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
815699,https://github.com/madd0/AzureStorageDriver,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
819101,https://github.com/Evervolv/android_packages_apps_Browser,FALSE,FALSE,1,0,0,0,0,0,0,0,0,0
821172,https://github.com/dancnfoo/CitrusVetClinic-2.3.11,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
822005,https://github.com/nokiaeducationdelivery/NED-documentation,FALSE,FALSE,0,0,0,1,0,0,0,0,0,0
824879,https://github.com/bshaffer/P4-CLI,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
825419,https://github.com/leviwilson/leviwilson.github.com,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
826358,https://github.com/dcbradley/parrot_cvmfs,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
826720,https://github.com/Goszu/picture_gallery,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
827614,https://github.com/zhkailing/Rockbox,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
828403,https://github.com/snwfog/charlescy.com,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
831636,https://github.com/micheleorselli/CIBlog,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
833009,https://github.com/frmwrk123/com.woltlab.wcf.search,TRUE,TRUE,1,1,0,1,0,0,0,0,0,0
833918,https://github.com/dvv/luvit-curl,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
834268,https://github.com/tomjnixon/ConMan,TRUE,TRUE,1,1,0,0,1,0,1,1,0,1
37948,https://github.com/yogurt3d/Yogurt3D,TRUE,TRUE,1,1,0,1,0,0,0,0,0,0
38165,https://github.com/janabeck/PPCHiG,TRUE,TRUE,1,1,0,1,0,0,1,0,0,0
39462,https://github.com/chastell/dotfiles,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
40590,https://github.com/wg-perception/tod,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
40667,https://github.com/logaling/logalimacs,TRUE,TRUE,1,1,0,1,1,0,1,0,0,1
41235,https://github.com/wuxb45/Snippet,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
44543,https://github.com/xiaomen/account,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
46533,https://github.com/alexisbellido/The-Django-gunicorn-fabfile-project,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
